pFactor,iFactor,dFactor,delay,latency,iLength,dLength,median
0.34,0.44,0.01,0,1,2,2,0.3340256779635524
0.34,0.44,0.02,0,1,2,2,0.373576032633963
0.34,0.45,0.25,0,1,2,2,0.6760258176966545
0.35,0.31,0.46,0,1,2,2,0.8572002738043523
0.35,0.31,0.47,0,1,2,2,0.6017349992746972
0.35,0.31,0.48,0,1,2,2,0.2276725087845648
0.35,0.32,0.45,0,1,2,2,0.8311560419182626
0.35,0.32,0.46,0,1,2,2,0.583919534443524
0.35,0.32,0.47,0,1,2,2,0.2908885597195052
0.35,0.32,0.48,0,1,2,2,0.6875357620585874
0.35,0.33,0.45,0,1,2,2,0.7662186594304785
0.35,0.33,0.46,0,1,2,2,0.33512886184257695
0.35,0.34,0.29,0,1,2,2,0.926682992804345
0.35,0.34,0.3,0,1,2,2,0.897166827633896
0.35,0.34,0.31,0,1,2,2,0.8495866906057472
0.35,0.34,0.32,0,1,2,2,0.8362692750739029
0.35,0.34,0.44,0,1,2,2,0.9185672138161465
0.35,0.34,0.45,0,1,2,2,0.9396451955568494
0.35,0.35,0.25,0,1,2,2,0.9430559171958066
0.35,0.35,0.26,0,1,2,2,0.7074012446749123
0.35,0.35,0.27,0,1,2,2,0.6328987711167287
0.35,0.35,0.28,0,1,2,2,0.5554737366101392
0.35,0.35,0.29,0,1,2,2,0.4415670179806881
0.35,0.35,0.3,0,1,2,2,0.28281812009444707
0.35,0.35,0.31,0,1,2,2,0.06994133379276946
0.35,0.35,0.32,0,1,2,2,0.19205739275113842
0.35,0.35,0.33,0,1,2,2,0.4724539466128874
0.35,0.35,0.34,0,1,2,2,0.6197531430692607
0.35,0.36,0.21,0,1,2,2,0.8037878905185494
0.35,0.36,0.22,0,1,2,2,0.8205769744923259
0.35,0.36,0.23,0,1,2,2,0.5828439339987312
0.35,0.36,0.24,0,1,2,2,0.31499264704805796
0.35,0.36,0.25,0,1,2,2,0.3370912030178772
0.35,0.36,0.26,0,1,2,2,0.06314362554029174
0.35,0.36,0.27,0,1,2,2,0.36673388076714275
0.35,0.36,0.28,0,1,2,2,0.6110077661187745
0.35,0.37,0.19,0,1,2,2,0.8841337208550897
0.35,0.37,0.21,0,1,2,2,0.5276744228794712
0.35,0.37,0.22,0,1,2,2,0.1626243454104781
0.35,0.37,0.23,0,1,2,2,0.5906187096852733
0.35,0.38,0.16,0,1,2,2,0.7423401065561848
0.35,0.38,0.18,0,1,2,2,0.9495805232385379
0.35,0.38,0.2,0,1,2,2,0.09555596432369384
0.35,0.38,0.21,0,1,2,2,0.3703547151799853
0.35,0.38,0.22,0,1,2,2,0.6773854892959008
0.35,0.39,0.22,0,1,2,2,0.03562210149169687
0.35,0.39,0.23,0,1,2,2,0.788146694876076
0.35,0.4,0.18,0,1,2,2,0.40843103896145294
0.35,0.4,0.22,0,1,2,2,0.18355418589551675
0.35,0.41,0.03,0,1,2,2,0.9754764490198511
0.35,0.42,0.0,0,1,2,2,0.33668065608668485
0.35,0.42,0.01,0,1,2,2,0.6465723243914709
0.35,0.42,0.02,0,1,2,2,0.799403337754967
0.35,0.42,0.03,0,1,2,2,0.8709025688828831
0.35,0.42,0.04,0,1,2,2,0.5525704173259101
0.35,0.42,0.05,0,1,2,2,0.5083223537734796
0.35,0.43,0.0,0,1,2,2,0.21185903138299977
0.35,0.43,0.03,0,1,2,2,0.1056817549544462
0.36,0.3,0.49,0,1,2,2,0.8295035805934958
0.36,0.3,0.5,0,1,2,2,0.5436558849060162
0.36,0.31,0.48,0,1,2,2,0.9338843216638821
0.36,0.31,0.49,0,1,2,2,0.4366721108625171
0.36,0.31,0.5,0,1,2,2,0.01895903307084268
0.36,0.32,0.47,0,1,2,2,0.7508379156032845
0.36,0.32,0.49,0,1,2,2,0.12808144069543914
0.36,0.32,0.5,0,1,2,2,0.45828182452672195
0.36,0.33,0.33,0,1,2,2,0.9458169888898169
0.36,0.33,0.34,0,1,2,2,0.6982040227524635
0.36,0.33,0.35,0,1,2,2,0.6767753176568476
0.36,0.33,0.36,0,1,2,2,0.5578360739115027
0.36,0.33,0.48,0,1,2,2,0.0748189193230786
0.36,0.34,0.26,0,1,2,2,0.9760497231924319
0.36,0.34,0.27,0,1,2,2,0.9616622025242805
0.36,0.34,0.28,0,1,2,2,0.7848711803305832
0.36,0.34,0.29,0,1,2,2,0.7263605147431349
0.36,0.34,0.3,0,1,2,2,0.638072553033254
0.36,0.34,0.31,0,1,2,2,0.3870093016251275
0.36,0.34,0.32,0,1,2,2,0.20382741533686044
0.36,0.34,0.33,0,1,2,2,0.018412685375380988
0.36,0.34,0.34,0,1,2,2,0.23150648055025158
0.36,0.34,0.35,0,1,2,2,0.48873361163020945
0.36,0.34,0.36,0,1,2,2,0.8107018272637134
0.36,0.34,0.38,0,1,2,2,0.5433163297627743
0.36,0.34,0.49,0,1,2,2,0.17291916200068158
0.36,0.35,0.24,0,1,2,2,0.8016799483772985
0.36,0.35,0.25,0,1,2,2,0.5484279068775777
0.36,0.35,0.26,0,1,2,2,0.26289530276108053
0.36,0.35,0.27,0,1,2,2,0.22461501456211863
0.36,0.35,0.28,0,1,2,2,0.045272581204159223
0.36,0.35,0.29,0,1,2,2,0.20695028094250745
0.36,0.35,0.3,0,1,2,2,0.5966920610804038
0.36,0.35,0.31,0,1,2,2,0.968674521957638
0.36,0.36,0.22,0,1,2,2,0.8330001556068538
0.36,0.36,0.23,0,1,2,2,0.9692842772151948
0.36,0.36,0.24,0,1,2,2,0.9919234310901572
0.36,0.36,0.25,0,1,2,2,0.2539289986613653
0.36,0.36,0.26,0,1,2,2,0.8748452295140225
0.36,0.37,0.24,0,1,2,2,0.19974064386991586
0.36,0.37,0.25,0,1,2,2,0.06250766175739386
0.36,0.37,0.26,0,1,2,2,0.2050256313391401
0.36,0.4,0.02,0,1,2,2,0.986076937183114
0.36,0.4,0.03,0,1,2,2,0.846540533628982
0.36,0.4,0.06,0,1,2,2,0.9419925956425175
0.36,0.4,0.07,0,1,2,2,0.8485115026976189
0.36,0.41,0.0,0,1,2,2,0.7373008704187498
0.36,0.41,0.01,0,1,2,2,0.7843375752247823
0.36,0.41,0.02,0,1,2,2,0.6487945918942444
0.36,0.41,0.03,0,1,2,2,0.4761986179918267
0.36,0.41,0.04,0,1,2,2,0.19202301610840777
0.36,0.41,0.05,0,1,2,2,0.435713656027616
0.36,0.41,0.07,0,1,2,2,0.20165285511936304
0.36,0.41,0.08,0,1,2,2,0.17457793690942935
0.36,0.41,0.09,0,1,2,2,0.6187540702456857
0.36,0.42,0.0,0,1,2,2,0.0345401248438435
0.36,0.42,0.01,0,1,2,2,0.3876560067733408
0.36,0.42,0.02,0,1,2,2,0.32340261910447055
0.36,0.42,0.03,0,1,2,2,0.4942437225634535
0.36,0.42,0.04,0,1,2,2,0.8019991984440082
0.36,0.42,0.07,0,1,2,2,0.2219362407740988
0.37,0.32,0.32,0,1,2,2,0.9698707133884881
0.37,0.32,0.33,0,1,2,2,0.9566465536606472
0.37,0.32,0.34,0,1,2,2,0.925830792543124
0.37,0.32,0.35,0,1,2,2,0.874777749076614
0.37,0.32,0.36,0,1,2,2,0.7999471114916901
0.37,0.32,0.37,0,1,2,2,0.6972591969547466
0.37,0.32,0.38,0,1,2,2,0.4869857568752991
0.37,0.32,0.39,0,1,2,2,0.347093210430117
0.37,0.32,0.4,0,1,2,2,0.2728920661194536
0.37,0.33,0.29,0,1,2,2,0.9394520495650625
0.37,0.33,0.3,0,1,2,2,0.760498991507319
0.37,0.33,0.31,0,1,2,2,0.8369165617458805
0.37,0.33,0.32,0,1,2,2,0.5248559377146194
0.37,0.33,0.33,0,1,2,2,0.41860234539888097
0.37,0.33,0.34,0,1,2,2,0.2669605481223698
0.37,0.33,0.35,0,1,2,2,0.056599096107845526
0.37,0.33,0.36,0,1,2,2,0.27263975263755924
0.37,0.33,0.37,0,1,2,2,0.561562335062348
0.37,0.33,0.38,0,1,2,2,0.7911068055767032
0.37,0.33,0.42,0,1,2,2,0.11214579564533267
0.37,0.34,0.28,0,1,2,2,0.5086498458220206
0.37,0.34,0.29,0,1,2,2,0.19092920301164895
0.37,0.34,0.3,0,1,2,2,0.14512215463331302
0.37,0.34,0.31,0,1,2,2,0.3223116476974326
0.37,0.34,0.32,0,1,2,2,0.5794657167235471
0.37,0.34,0.33,0,1,2,2,0.9959274693336226
0.37,0.35,0.22,0,1,2,2,0.7955335926231157
0.37,0.35,0.24,0,1,2,2,0.8178924859846006
0.37,0.35,0.26,0,1,2,2,0.6214053881009534
0.37,0.35,0.27,0,1,2,2,0.7053004498404505
0.37,0.36,0.23,0,1,2,2,0.6589687201049088
0.37,0.36,0.25,0,1,2,2,0.5974958445703038
0.37,0.36,0.27,0,1,2,2,0.8041790693829398
0.37,0.36,0.28,0,1,2,2,0.38647009268339616
0.37,0.36,0.29,0,1,2,2,0.05757385515664737
0.37,0.37,0.25,0,1,2,2,0.756715529631677
0.37,0.39,0.05,0,1,2,2,0.9700694121423794
0.37,0.39,0.06,0,1,2,2,0.8750204235971637
0.37,0.39,0.07,0,1,2,2,0.6444795501480485
0.37,0.39,0.08,0,1,2,2,0.8612543285824472
0.37,0.39,0.1,0,1,2,2,0.8995813233532033
0.37,0.39,0.11,0,1,2,2,0.8588469904416911
0.37,0.4,0.01,0,1,2,2,0.9483894000244533
0.37,0.4,0.02,0,1,2,2,0.7660138173286839
0.37,0.4,0.03,0,1,2,2,0.550858966462755
0.37,0.4,0.04,0,1,2,2,0.4223033850093856
0.37,0.4,0.05,0,1,2,2,0.5630831223133157
0.37,0.4,0.06,0,1,2,2,0.35351411692460033
0.37,0.4,0.07,0,1,2,2,0.12939077599448012
0.37,0.4,0.08,0,1,2,2,0.5036570017262676
0.37,0.4,0.09,0,1,2,2,0.04866490832466752
0.37,0.4,0.11,0,1,2,2,0.15631745046415801
0.37,0.4,0.12,0,1,2,2,0.1299387527896272
0.37,0.41,0.02,0,1,2,2,0.2227970522413898
0.37,0.41,0.03,0,1,2,2,0.16429101402783886
0.37,0.41,0.04,0,1,2,2,0.5599922182408079
0.37,0.41,0.06,0,1,2,2,0.8531870647040591
0.37,0.42,0.0,0,1,2,2,0.4116003896267273
0.37,0.42,0.01,0,1,2,2,0.9175211694111738
0.37,0.43,0.02,0,1,2,2,0.7478671276181501
0.37,0.43,0.13,0,1,2,2,0.2260404115434369
0.37,0.44,0.04,0,1,2,2,0.18239591870379002
0.38,0.3,0.42,0,1,2,2,0.9666027613965298
0.38,0.31,0.36,0,1,2,2,0.9998372329859819
0.38,0.31,0.37,0,1,2,2,0.7685461610785325
0.38,0.31,0.38,0,1,2,2,0.7096651989944718
0.38,0.31,0.39,0,1,2,2,0.6219428438609214
0.38,0.31,0.4,0,1,2,2,0.5001952550407793
0.38,0.31,0.41,0,1,2,2,0.26851495294090455
0.38,0.31,0.42,0,1,2,2,0.10645843882363693
0.38,0.31,0.43,0,1,2,2,0.09941886095106156
0.38,0.31,0.44,0,1,2,2,0.31067928173354176
0.38,0.32,0.31,0,1,2,2,0.9084143099315725
0.38,0.32,0.32,0,1,2,2,0.9307552919245978
0.38,0.32,0.33,0,1,2,2,0.7225146720452784
0.38,0.32,0.34,0,1,2,2,0.48418306230232133
0.38,0.32,0.35,0,1,2,2,0.5290906703932023
0.38,0.32,0.36,0,1,2,2,0.19638619340685182
0.38,0.32,0.37,0,1,2,2,0.10497022984168325
0.38,0.32,0.38,0,1,2,2,0.2696421923069181
0.38,0.32,0.39,0,1,2,2,0.5965621597040354
0.38,0.32,0.4,0,1,2,2,0.9755637544654974
0.38,0.33,0.31,0,1,2,2,0.4208560496373792
0.38,0.33,0.32,0,1,2,2,0.08244626576508551
0.38,0.33,0.33,0,1,2,2,0.14795887263298368
0.38,0.33,0.34,0,1,2,2,0.5781178922747188
0.38,0.33,0.35,0,1,2,2,0.9934251579736326
0.38,0.34,0.26,0,1,2,2,0.8627214383473927
0.38,0.34,0.3,0,1,2,2,0.4273126004300991
0.38,0.34,0.31,0,1,2,2,0.19606041858165213
0.38,0.35,0.29,0,1,2,2,0.653234290620162
0.38,0.35,0.33,0,1,2,2,0.2617505365731745
0.38,0.38,0.06,0,1,2,2,0.8915200670285515
0.38,0.38,0.07,0,1,2,2,0.8874152532610395
0.38,0.38,0.08,0,1,2,2,0.9276908609798511
0.38,0.38,0.09,0,1,2,2,0.8158430990867771
0.38,0.38,0.1,0,1,2,2,0.6793612600003911
0.38,0.38,0.11,0,1,2,2,0.4403120632925379
0.38,0.38,0.12,0,1,2,2,0.7857359213542736
0.38,0.38,0.14,0,1,2,2,0.6840037071219314
0.38,0.38,0.15,0,1,2,2,0.6543064001909897
0.38,0.39,0.02,0,1,2,2,0.9305409662613613
0.38,0.39,0.05,0,1,2,2,0.7355147918214016
0.38,0.39,0.06,0,1,2,2,0.4942476402003422
0.38,0.39,0.07,0,1,2,2,0.17537850395279975
0.38,0.39,0.08,0,1,2,2,0.01414146624000523
0.38,0.39,0.09,0,1,2,2,0.2036571979719497
0.38,0.39,0.1,0,1,2,2,0.02640715063245125
0.38,0.39,0.11,0,1,2,2,0.47618205825477844
0.38,0.39,0.13,0,1,2,2,0.07911505734509205
0.38,0.39,0.15,0,1,2,2,0.6719353898679685
0.38,0.39,0.16,0,1,2,2,0.6644161914192637
0.38,0.4,0.02,0,1,2,2,0.6748807771027714
0.38,0.4,0.03,0,1,2,2,0.33729951113639345
0.38,0.4,0.05,0,1,2,2,0.8210077719408844
0.38,0.4,0.06,0,1,2,2,0.3638589644704098
0.38,0.4,0.07,0,1,2,2,0.8315964756137788
0.38,0.41,0.0,0,1,2,2,0.3278000149344109
0.38,0.41,0.03,0,1,2,2,0.6073775249466706
0.38,0.41,0.06,0,1,2,2,0.4520964427256047
0.38,0.42,0.0,0,1,2,2,0.40656487764800886
0.38,0.42,0.01,0,1,2,2,0.8631074978577118
0.39,0.29,0.44,0,1,2,2,0.9005750648483684
0.39,0.29,0.45,0,1,2,2,0.8314273508752166
0.39,0.29,0.46,0,1,2,2,0.7425755623049497
0.39,0.3,0.38,0,1,2,2,0.8977320558883832
0.39,0.3,0.39,0,1,2,2,0.8530815353601611
0.39,0.3,0.4,0,1,2,2,0.7843992975110723
0.39,0.3,0.41,0,1,2,2,0.6857919357153435
0.39,0.3,0.42,0,1,2,2,0.4121511177704491
0.39,0.3,0.43,0,1,2,2,0.26967319371591714
0.39,0.3,0.44,0,1,2,2,0.02694825480968177
0.39,0.3,0.45,0,1,2,2,0.15803365357243138
0.39,0.3,0.46,0,1,2,2,0.39665189099901
0.39,0.3,0.47,0,1,2,2,0.8120013499077174
0.39,0.31,0.34,0,1,2,2,0.9106456898068416
0.39,0.31,0.35,0,1,2,2,0.6866066971254838
0.39,0.31,0.36,0,1,2,2,0.42967606540533154
0.39,0.31,0.37,0,1,2,2,0.4146905358312125
0.39,0.31,0.38,0,1,2,2,0.26083115848129523
0.39,0.31,0.39,0,1,2,2,0.07321948426192648
0.39,0.31,0.4,0,1,2,2,0.27029234546192527
0.39,0.31,0.41,0,1,2,2,0.6268907212192119
0.39,0.31,0.42,0,1,2,2,0.9488992906947686
0.39,0.32,0.32,0,1,2,2,0.9760935448766332
0.39,0.32,0.33,0,1,2,2,0.892037395355004
0.39,0.32,0.35,0,1,2,2,0.23132045227669096
0.39,0.32,0.36,0,1,2,2,0.5843618524583576
0.39,0.32,0.37,0,1,2,2,0.9247535907570779
0.39,0.33,0.34,0,1,2,2,0.236778571214046
0.39,0.33,0.35,0,1,2,2,0.6129939464016019
0.39,0.34,0.31,0,1,2,2,0.5657092577332605
0.39,0.34,0.37,0,1,2,2,0.5872608715352214
0.39,0.36,0.13,0,1,2,2,0.917485528813188
0.39,0.36,0.16,0,1,2,2,0.9614596939809275
0.39,0.36,0.17,0,1,2,2,0.943373709920948
0.39,0.37,0.09,0,1,2,2,0.8690572349590724
0.39,0.37,0.1,0,1,2,2,0.7291767415457571
0.39,0.37,0.11,0,1,2,2,0.6888805971827026
0.39,0.37,0.12,0,1,2,2,0.7499618796316128
0.39,0.37,0.13,0,1,2,2,0.594074826540691
0.39,0.37,0.14,0,1,2,2,0.03220589917026473
0.39,0.37,0.15,0,1,2,2,0.5675942456879852
0.39,0.37,0.16,0,1,2,2,0.6579400353684406
0.39,0.37,0.17,0,1,2,2,0.36618739198540595
0.39,0.37,0.18,0,1,2,2,0.3529436806221611
0.39,0.37,0.19,0,1,2,2,0.4220173000943248
0.39,0.38,0.05,0,1,2,2,0.9764608705833666
0.39,0.38,0.06,0,1,2,2,0.7637877162687943
0.39,0.38,0.08,0,1,2,2,0.8113536268926964
0.39,0.38,0.09,0,1,2,2,0.4224070554632817
0.39,0.38,0.1,0,1,2,2,0.13951597324506793
0.39,0.38,0.11,0,1,2,2,0.35700168716874714
0.39,0.38,0.12,0,1,2,2,0.37344516883938184
0.39,0.38,0.13,0,1,2,2,0.28406052891756417
0.39,0.38,0.14,0,1,2,2,0.568024500655298
0.39,0.38,0.16,0,1,2,2,0.9038657767671054
0.39,0.38,0.17,0,1,2,2,0.6465243719606661
0.39,0.39,0.02,0,1,2,2,0.934766904609603
0.39,0.39,0.03,0,1,2,2,0.9175251329349976
0.39,0.39,0.06,0,1,2,2,0.297499961850491
0.39,0.39,0.07,0,1,2,2,0.025206548745089208
0.39,0.39,0.09,0,1,2,2,0.42622461847986415
0.39,0.4,0.0,0,1,2,2,0.8605818806956904
0.39,0.4,0.03,0,1,2,2,0.042949665889551625
0.39,0.4,0.04,0,1,2,2,0.5667396039334278
0.39,0.41,0.0,0,1,2,2,0.33912298933196894
0.39,0.41,0.01,0,1,2,2,0.6416285988339041
0.39,0.41,0.05,0,1,2,2,0.18287970176058366
0.39,0.41,0.07,0,1,2,2,0.9746116891849681
0.39,0.42,0.02,0,1,2,2,0.8217523922171779
0.39,0.42,0.06,0,1,2,2,0.6546073594635402
0.39,0.43,0.05,0,1,2,2,0.15111817916000803
0.4,0.28,0.45,0,1,2,2,0.9865934285306537
0.4,0.28,0.46,0,1,2,2,0.9287452801831648
0.4,0.28,0.47,0,1,2,2,0.7636212285948574
0.4,0.28,0.48,0,1,2,2,0.6675814173770078
0.4,0.28,0.49,0,1,2,2,0.5630336357062902
0.4,0.28,0.5,0,1,2,2,0.4704601152590726
0.4,0.29,0.4,0,1,2,2,0.9267964058882399
0.4,0.29,0.41,0,1,2,2,0.9511158704633544
0.4,0.29,0.42,0,1,2,2,0.6737993770403392
0.4,0.29,0.43,0,1,2,2,0.4684912182720353
0.4,0.29,0.44,0,1,2,2,0.4731740193221867
0.4,0.29,0.45,0,1,2,2,0.31000925389355416
0.4,0.29,0.46,0,1,2,2,0.010433770228772232
0.4,0.29,0.47,0,1,2,2,0.2053876531436316
0.4,0.29,0.48,0,1,2,2,0.5469288982847331
0.4,0.29,0.49,0,1,2,2,0.7069543978727069
0.4,0.3,0.38,0,1,2,2,0.6590139186853605
0.4,0.3,0.39,0,1,2,2,0.37524752982233167
0.4,0.3,0.4,0,1,2,2,0.06935914385888964
0.4,0.3,0.41,0,1,2,2,0.06970541473276626
0.4,0.3,0.42,0,1,2,2,0.35779517191237176
0.4,0.3,0.43,0,1,2,2,0.63173358593302
0.4,0.31,0.32,0,1,2,2,0.881261959132587
0.4,0.31,0.34,0,1,2,2,0.9952789085425024
0.4,0.31,0.36,0,1,2,2,0.8123664684249832
0.4,0.31,0.37,0,1,2,2,0.5956797307139539
0.4,0.31,0.39,0,1,2,2,0.8992764233938146
0.4,0.32,0.33,0,1,2,2,0.5391743538761347
0.4,0.32,0.35,0,1,2,2,0.46485115690090595
0.4,0.32,0.37,0,1,2,2,0.32083477044075437
0.4,0.32,0.38,0,1,2,2,0.3915992658010907
0.4,0.32,0.39,0,1,2,2,0.8476421510302714
0.4,0.33,0.38,0,1,2,2,0.9531779429162128
0.4,0.35,0.16,0,1,2,2,0.9279047182009776
0.4,0.35,0.17,0,1,2,2,0.6625207781755051
0.4,0.35,0.18,0,1,2,2,0.942955243277197
0.4,0.35,0.2,0,1,2,2,0.8705490210577551
0.4,0.35,0.21,0,1,2,2,0.8070727347228512
0.4,0.36,0.12,0,1,2,2,0.8491847453930461
0.4,0.36,0.13,0,1,2,2,0.6576591648849472
0.4,0.36,0.14,0,1,2,2,0.47133242861886515
0.4,0.36,0.15,0,1,2,2,0.6553153288901967
0.4,0.36,0.16,0,1,2,2,0.48158493119194645
0.4,0.36,0.17,0,1,2,2,0.24991489482214035
0.4,0.36,0.18,0,1,2,2,0.44145538504145065
0.4,0.36,0.19,0,1,2,2,0.22006275490913652
0.4,0.36,0.21,0,1,2,2,0.0470970415292129
0.4,0.36,0.22,0,1,2,2,0.08655880321740028
0.4,0.37,0.09,0,1,2,2,0.7787941545740864
0.4,0.37,0.1,0,1,2,2,0.7982327324002938
0.4,0.37,0.12,0,1,2,2,0.3554478831712231
0.4,0.37,0.13,0,1,2,2,0.0002378857331848394
0.4,0.37,0.14,0,1,2,2,0.3643886876006519
0.4,0.37,0.16,0,1,2,2,0.6099359471812846
0.4,0.37,0.17,0,1,2,2,0.9685146179493103
0.4,0.38,0.06,0,1,2,2,0.5011047147597196
0.4,0.38,0.1,0,1,2,2,0.1843311358009032
0.4,0.38,0.11,0,1,2,2,0.2982916374636204
0.4,0.39,0.03,0,1,2,2,0.6718962687154431
0.4,0.39,0.1,0,1,2,2,0.06594525084777558
0.4,0.39,0.12,0,1,2,2,0.41832733821237866
0.4,0.4,0.0,0,1,2,2,0.8836697629700154
0.4,0.4,0.07,0,1,2,2,0.7817299504655182
0.4,0.4,0.13,0,1,2,2,0.7969168938909519
0.4,0.4,0.14,0,1,2,2,0.016741757076843555
0.4,0.41,0.01,0,1,2,2,0.286212184297284
0.4,0.45,0.09,0,1,2,2,0.03549954939177269
0.41,0.27,0.48,0,1,2,2,0.8419145882354542
0.41,0.27,0.49,0,1,2,2,0.7744443546224034
0.41,0.27,0.5,0,1,2,2,0.5651321863987278
0.41,0.28,0.43,0,1,2,2,0.8437687435876455
0.41,0.28,0.44,0,1,2,2,0.7106398420219477
0.41,0.28,0.45,0,1,2,2,0.692110126260232
0.41,0.28,0.46,0,1,2,2,0.4566499343302013
0.41,0.28,0.47,0,1,2,2,0.12093698045758572
0.41,0.28,0.48,0,1,2,2,0.03501804777339146
0.41,0.28,0.49,0,1,2,2,0.2555671744461563
0.41,0.28,0.5,0,1,2,2,0.5567207309180731
0.41,0.29,0.41,0,1,2,2,0.4067193475668205
0.41,0.29,0.42,0,1,2,2,0.29241894349524955
0.41,0.29,0.43,0,1,2,2,0.10780208640915134
0.41,0.29,0.44,0,1,2,2,0.2761057015019901
0.41,0.29,0.45,0,1,2,2,0.6551135172682905
0.41,0.3,0.36,0,1,2,2,0.9332258581883508
0.41,0.3,0.4,0,1,2,2,0.7016466060505593
0.41,0.3,0.41,0,1,2,2,0.9043940713360996
0.41,0.3,0.42,0,1,2,2,0.4153083669912121
0.41,0.31,0.37,0,1,2,2,0.8593449797052983
0.41,0.31,0.39,0,1,2,2,0.07350886502811704
0.41,0.31,0.41,0,1,2,2,0.6062636717375227
0.41,0.31,0.43,0,1,2,2,0.8764473177308787
0.41,0.34,0.16,0,1,2,2,0.9585244172242966
0.41,0.34,0.17,0,1,2,2,0.9510720295450312
0.41,0.34,0.18,0,1,2,2,0.9979330778561462
0.41,0.34,0.19,0,1,2,2,0.9041801703090044
0.41,0.34,0.2,0,1,2,2,0.7145827735934063
0.41,0.34,0.21,0,1,2,2,0.37197713867006144
0.41,0.34,0.22,0,1,2,2,0.8219381845327263
0.41,0.34,0.24,0,1,2,2,0.8011743540978387
0.41,0.34,0.25,0,1,2,2,0.7837607301795941
0.41,0.35,0.15,0,1,2,2,0.841549073189185
0.41,0.35,0.16,0,1,2,2,0.6222448851411571
0.41,0.35,0.17,0,1,2,2,0.37928780425193054
0.41,0.35,0.18,0,1,2,2,0.0859979644241946
0.41,0.35,0.19,0,1,2,2,0.34532603444070276
0.41,0.35,0.2,0,1,2,2,0.14329301797381788
0.41,0.35,0.21,0,1,2,2,0.41663917360207847
0.41,0.35,0.23,0,1,2,2,0.057164040220797574
0.41,0.35,0.25,0,1,2,2,0.3577290325528679
0.41,0.35,0.26,0,1,2,2,0.3194446102153563
0.41,0.36,0.09,0,1,2,2,0.8608795282000017
0.41,0.36,0.13,0,1,2,2,0.4956337728140454
0.41,0.36,0.16,0,1,2,2,0.18045948085404007
0.41,0.36,0.17,0,1,2,2,0.6140048507190272
0.41,0.37,0.06,0,1,2,2,0.9284201346438579
0.41,0.37,0.1,0,1,2,2,0.0029492957682180077
0.41,0.37,0.13,0,1,2,2,0.02952547576610698
0.41,0.37,0.14,0,1,2,2,0.8630350881322784
0.41,0.37,0.16,0,1,2,2,0.4334135261798622
0.41,0.38,0.07,0,1,2,2,0.04756567589501515
0.41,0.38,0.1,0,1,2,2,0.5092420378246914
0.41,0.39,0.04,0,1,2,2,0.6668568310637966
0.41,0.4,0.05,0,1,2,2,0.401902577287359
0.41,0.41,0.05,0,1,2,2,0.12416469783349271
0.41,0.41,0.06,0,1,2,2,0.25639305670885904
0.41,0.42,0.15,0,1,2,2,0.7139527275849673
0.41,0.46,0.0,0,1,2,2,0.8278174874933768
0.42,0.26,0.48,0,1,2,2,0.996515296994005
0.42,0.26,0.49,0,1,2,2,0.9626849279617602
0.42,0.26,0.5,0,1,2,2,0.9093466614404235
0.42,0.27,0.45,0,1,2,2,0.8076387895191033
0.42,0.27,0.46,0,1,2,2,0.5764481773427974
0.42,0.27,0.47,0,1,2,2,0.5782773396030905
0.42,0.27,0.48,0,1,2,2,0.3423445473236768
0.42,0.27,0.49,0,1,2,2,0.1896345309289984
0.42,0.27,0.5,0,1,2,2,0.006184005501410184
0.42,0.28,0.43,0,1,2,2,0.8440025216161331
0.42,0.28,0.45,0,1,2,2,0.10711359018822009
0.42,0.28,0.46,0,1,2,2,0.300821645865355
0.42,0.28,0.47,0,1,2,2,0.5517719587371346
0.42,0.29,0.43,0,1,2,2,0.7510233819776317
0.42,0.29,0.44,0,1,2,2,0.5917983154142661
0.42,0.3,0.41,0,1,2,2,0.27082569128603495
0.42,0.3,0.45,0,1,2,2,0.8988246541578633
0.42,0.3,0.46,0,1,2,2,0.2476702182640338
0.42,0.31,0.44,0,1,2,2,0.22918090298513505
0.42,0.31,0.48,0,1,2,2,0.866665309062455
0.42,0.32,0.24,0,1,2,2,0.9879408338113222
0.42,0.33,0.19,0,1,2,2,0.9448123013668379
0.42,0.33,0.2,0,1,2,2,0.7896991147812571
0.42,0.33,0.21,0,1,2,2,0.7350378995992628
0.42,0.33,0.22,0,1,2,2,0.8435447142883845
0.42,0.33,0.23,0,1,2,2,0.7031673608876758
0.42,0.33,0.24,0,1,2,2,0.3290448451001424
0.42,0.33,0.25,0,1,2,2,0.4179572695720424
0.42,0.33,0.26,0,1,2,2,0.5795226256807098
0.42,0.33,0.27,0,1,2,2,0.5348515300436532
0.42,0.33,0.28,0,1,2,2,0.5143415853311524
0.42,0.33,0.29,0,1,2,2,0.5873066263719409
0.42,0.34,0.16,0,1,2,2,0.864938068257004
0.42,0.34,0.19,0,1,2,2,0.5591549476098123
0.42,0.34,0.2,0,1,2,2,0.2783509880606658
0.42,0.34,0.21,0,1,2,2,0.3339232980812312
0.42,0.34,0.22,0,1,2,2,0.3627673419909172
0.42,0.34,0.23,0,1,2,2,0.09297650885881126
0.42,0.34,0.24,0,1,2,2,0.3553468440585448
0.42,0.34,0.26,0,1,2,2,0.9950735500334957
0.42,0.34,0.27,0,1,2,2,0.6532320603731421
0.42,0.34,0.28,0,1,2,2,0.8377951107734418
0.42,0.34,0.29,0,1,2,2,0.7813289087699786
