pFactor,iFactor,dFactor,delay,latency,iLength,dLength,median
0.14,0.44,0.21,0,1,2,2,0.9347184136364461
0.14,0.45,0.11,0,1,2,2,0.8229127364775763
0.14,0.45,0.15,0,1,2,2,0.290602986837456
0.14,0.45,0.16,0,1,2,2,0.33063292132752053
0.14,0.46,0.15,0,1,2,2,0.9825339366312846
0.14,0.46,0.18,0,1,2,2,0.7784846701692203
0.14,0.47,0.21,0,1,2,2,0.8781513349963745
0.14,0.48,0.04,0,1,2,2,0.8778166258621809
0.14,0.49,0.0,0,1,2,2,0.6134718678285935
0.14,0.49,0.01,0,1,2,2,0.04550337088140566
0.14,0.49,0.03,0,1,2,2,0.7140967452102132
0.14,0.49,0.04,0,1,2,2,0.9566511938069482
0.14,0.49,0.07,0,1,2,2,0.7785183249066137
0.14,0.5,0.05,0,1,2,2,0.12373011808186618
0.15,0.4,0.28,0,1,2,2,0.8242823854648975
0.15,0.4,0.29,0,1,2,2,0.7966740555420699
0.15,0.4,0.3,0,1,2,2,0.8938194421827035
0.15,0.4,0.34,0,1,2,2,0.3423682951844995
0.15,0.4,0.36,0,1,2,2,0.1640324151621826
0.15,0.4,0.38,0,1,2,2,0.958578687627849
0.15,0.41,0.24,0,1,2,2,0.8517846064691241
0.15,0.41,0.25,0,1,2,2,0.5541077996574586
0.15,0.41,0.26,0,1,2,2,0.20521783390564963
0.15,0.41,0.27,0,1,2,2,0.2596258835237677
0.15,0.41,0.28,0,1,2,2,0.18622029743465873
0.15,0.41,0.29,0,1,2,2,0.6870082665544857
0.15,0.41,0.3,0,1,2,2,0.9576589203717845
0.15,0.41,0.35,0,1,2,2,0.7082446932643336
0.15,0.41,0.36,0,1,2,2,0.16981811027491744
0.15,0.42,0.22,0,1,2,2,0.8972835647698076
0.15,0.42,0.23,0,1,2,2,0.6808040727484155
0.15,0.42,0.24,0,1,2,2,0.13432170574887436
0.15,0.42,0.25,0,1,2,2,0.5471732909718696
0.15,0.43,0.16,0,1,2,2,0.930493125186274
0.15,0.43,0.21,0,1,2,2,0.2384033428508303
0.15,0.43,0.22,0,1,2,2,0.6381516004082783
0.15,0.43,0.24,0,1,2,2,0.4610478074915534
0.15,0.44,0.15,0,1,2,2,0.475593514713168
0.15,0.44,0.19,0,1,2,2,0.2205568443426955
0.15,0.44,0.2,0,1,2,2,0.8986519838130818
0.15,0.47,0.04,0,1,2,2,0.8205054130326914
0.15,0.47,0.08,0,1,2,2,0.6211421488808213
0.15,0.48,0.0,0,1,2,2,0.868999938769079
0.15,0.48,0.01,0,1,2,2,0.5704406020964257
0.15,0.48,0.02,0,1,2,2,0.16330543546865783
0.15,0.48,0.03,0,1,2,2,0.19468235974304093
0.15,0.48,0.04,0,1,2,2,0.383150117864389
0.15,0.48,0.05,0,1,2,2,0.7710604685051123
0.15,0.48,0.08,0,1,2,2,0.6419707249409612
0.15,0.48,0.1,0,1,2,2,0.07364292007315498
0.15,0.49,0.0,0,1,2,2,0.26118040099954953
0.15,0.49,0.01,0,1,2,2,0.4596844116613852
0.16,0.39,0.31,0,1,2,2,0.9838019540272995
0.16,0.39,0.32,0,1,2,2,0.4553443974689344
0.16,0.39,0.33,0,1,2,2,0.44248421502435065
0.16,0.39,0.34,0,1,2,2,0.5359641824146166
0.16,0.39,0.35,0,1,2,2,0.9754136085270488
0.16,0.39,0.38,0,1,2,2,0.25871150370289797
0.16,0.39,0.42,0,1,2,2,0.058509769982265425
0.16,0.4,0.27,0,1,2,2,0.7998154428391757
0.16,0.4,0.28,0,1,2,2,0.5334171739231977
0.16,0.4,0.29,0,1,2,2,0.15212174004273038
0.16,0.4,0.3,0,1,2,2,0.2829513871555207
0.16,0.4,0.31,0,1,2,2,0.3115549068086523
0.16,0.4,0.32,0,1,2,2,0.8759196296608991
0.16,0.4,0.4,0,1,2,2,0.18062455359662977
0.16,0.41,0.25,0,1,2,2,0.8630205450142796
0.16,0.41,0.26,0,1,2,2,0.6081981834164623
0.16,0.41,0.27,0,1,2,2,0.35653780285588255
0.16,0.41,0.28,0,1,2,2,0.45783935996794867
0.16,0.42,0.2,0,1,2,2,0.7027296305539608
0.16,0.42,0.24,0,1,2,2,0.8902042336153215
0.16,0.42,0.25,0,1,2,2,0.22429141451482337
0.16,0.42,0.26,0,1,2,2,0.3964793220330165
0.16,0.42,0.28,0,1,2,2,0.4379560293542255
0.16,0.43,0.19,0,1,2,2,0.00992608241458015
0.16,0.43,0.23,0,1,2,2,0.9826545875618677
0.16,0.43,0.31,0,1,2,2,0.09469106312528197
0.16,0.46,0.06,0,1,2,2,0.809326975511766
0.16,0.46,0.08,0,1,2,2,0.6021044547171357
0.16,0.46,0.11,0,1,2,2,0.9848399749365484
0.16,0.46,0.12,0,1,2,2,0.2860509491322034
0.16,0.47,0.01,0,1,2,2,0.9101102538311778
0.16,0.47,0.02,0,1,2,2,0.9648946451460461
0.16,0.47,0.03,0,1,2,2,0.629167317685841
0.16,0.47,0.04,0,1,2,2,0.5510213488229851
0.16,0.47,0.05,0,1,2,2,0.17048120677569045
0.16,0.47,0.06,0,1,2,2,0.26164663082025186
0.16,0.47,0.07,0,1,2,2,0.8513208479379415
0.16,0.47,0.08,0,1,2,2,0.18335944600912057
0.16,0.47,0.1,0,1,2,2,0.5087550995829844
0.16,0.47,0.12,0,1,2,2,0.4460205031389819
0.16,0.48,0.0,0,1,2,2,0.7547569575137345
0.16,0.48,0.01,0,1,2,2,0.1834104551261504
0.16,0.48,0.02,0,1,2,2,0.3002558608538095
0.16,0.48,0.03,0,1,2,2,0.2382807880832445
0.16,0.48,0.04,0,1,2,2,0.885415475351806
0.16,0.49,0.0,0,1,2,2,0.29671178148110755
0.16,0.49,0.01,0,1,2,2,0.8243941905887624
0.16,0.5,0.0,0,1,2,2,0.7990184516103085
0.17,0.38,0.33,0,1,2,2,0.9341546809613988
0.17,0.38,0.34,0,1,2,2,0.7678245899382858
0.17,0.38,0.35,0,1,2,2,0.668012074538268
0.17,0.38,0.36,0,1,2,2,0.04839946969224229
0.17,0.38,0.37,0,1,2,2,0.039024386425936086
0.17,0.38,0.38,0,1,2,2,0.032265779087126134
0.17,0.38,0.39,0,1,2,2,0.8194667349748102
0.17,0.38,0.4,0,1,2,2,0.9072996605876256
0.17,0.38,0.41,0,1,2,2,0.7559519851640459
0.17,0.39,0.29,0,1,2,2,0.9208585755095129
0.17,0.39,0.3,0,1,2,2,0.8173049753289519
0.17,0.39,0.31,0,1,2,2,0.4463626280833637
0.17,0.39,0.32,0,1,2,2,0.10238213025361631
0.17,0.39,0.33,0,1,2,2,0.36942042299048694
0.17,0.39,0.34,0,1,2,2,0.8936630727672252
0.17,0.39,0.44,0,1,2,2,0.5762257319181003
0.17,0.4,0.29,0,1,2,2,0.5250573602030641
0.17,0.4,0.3,0,1,2,2,0.21924823327195497
0.17,0.4,0.31,0,1,2,2,0.0659740216290885
0.17,0.41,0.24,0,1,2,2,0.36102695858932066
0.17,0.41,0.28,0,1,2,2,0.46323585785680166
0.17,0.41,0.29,0,1,2,2,0.8222484892467037
0.17,0.41,0.3,0,1,2,2,0.19353416989753214
0.17,0.42,0.23,0,1,2,2,0.5245280374634405
0.17,0.42,0.31,0,1,2,2,0.12295744748681159
0.17,0.44,0.3,0,1,2,2,0.016844223938079494
0.17,0.45,0.07,0,1,2,2,0.9286378998880593
0.17,0.45,0.08,0,1,2,2,0.8596693970224152
0.17,0.45,0.1,0,1,2,2,0.48894270337984835
0.17,0.45,0.12,0,1,2,2,0.36673029676086344
0.17,0.45,0.15,0,1,2,2,0.4734751071307812
0.17,0.45,0.16,0,1,2,2,0.13738195212013693
0.17,0.46,0.04,0,1,2,2,0.9937804244386399
0.17,0.46,0.05,0,1,2,2,0.6808175895183126
0.17,0.46,0.06,0,1,2,2,0.7075967531651486
0.17,0.46,0.07,0,1,2,2,0.2780993741939142
0.17,0.46,0.08,0,1,2,2,0.07782520035590323
0.17,0.46,0.09,0,1,2,2,0.39155029752980397
0.17,0.46,0.1,0,1,2,2,0.878831119785886
0.17,0.46,0.12,0,1,2,2,0.10111662290591994
0.17,0.46,0.14,0,1,2,2,0.7220353504137336
0.17,0.47,0.02,0,1,2,2,0.6676301857540778
0.17,0.47,0.03,0,1,2,2,0.778207778425525
0.17,0.47,0.04,0,1,2,2,0.42295429437176324
0.17,0.47,0.05,0,1,2,2,0.248327544093911
0.17,0.47,0.06,0,1,2,2,0.2601072661951491
0.17,0.47,0.07,0,1,2,2,0.9490114572435715
0.17,0.47,0.15,0,1,2,2,0.06031204121298117
0.17,0.48,0.02,0,1,2,2,0.765993256620277
0.17,0.48,0.03,0,1,2,2,0.29454145550144517
0.17,0.49,0.03,0,1,2,2,0.38093619044582283
0.17,0.49,0.04,0,1,2,2,0.8425265857736974
0.17,0.5,0.05,0,1,2,2,0.33053510358072913
0.17,0.5,0.07,0,1,2,2,0.0799955725311321
0.18,0.36,0.47,0,1,2,2,0.9815802721584532
0.18,0.37,0.36,0,1,2,2,0.8716496437383228
0.18,0.37,0.37,0,1,2,2,0.631257804702642
0.18,0.37,0.38,0,1,2,2,0.41700028045104887
0.18,0.37,0.39,0,1,2,2,0.22721049763549672
0.18,0.37,0.4,0,1,2,2,0.4716931388391572
0.18,0.37,0.41,0,1,2,2,0.6925873003147416
0.18,0.37,0.42,0,1,2,2,0.685729189765425
0.18,0.37,0.43,0,1,2,2,0.49812934818714893
0.18,0.37,0.44,0,1,2,2,0.8212790980687714
0.18,0.37,0.45,0,1,2,2,0.26596891758154584
0.18,0.38,0.33,0,1,2,2,0.5663391610803359
0.18,0.38,0.34,0,1,2,2,0.4119318235696312
0.18,0.38,0.35,0,1,2,2,0.046460036289545315
0.18,0.38,0.36,0,1,2,2,0.48036687685188895
0.18,0.39,0.3,0,1,2,2,0.8876257674149883
0.18,0.39,0.33,0,1,2,2,0.05714273489135735
0.18,0.39,0.34,0,1,2,2,0.3006400509346747
0.18,0.39,0.35,0,1,2,2,0.6122836066073063
0.18,0.4,0.28,0,1,2,2,0.09818181638902956
0.18,0.4,0.32,0,1,2,2,0.24215754568116665
0.18,0.4,0.34,0,1,2,2,0.11290210711027271
0.18,0.43,0.32,0,1,2,2,0.07832464492621227
0.18,0.44,0.1,0,1,2,2,0.974589366460151
0.18,0.44,0.11,0,1,2,2,0.7035505593412665
0.18,0.44,0.12,0,1,2,2,0.4852699418295856
0.18,0.44,0.13,0,1,2,2,0.9630298547964316
0.18,0.44,0.14,0,1,2,2,0.0010850396786139527
0.18,0.44,0.16,0,1,2,2,0.14745177949951938
0.18,0.44,0.19,0,1,2,2,0.13117636731988114
0.18,0.44,0.2,0,1,2,2,0.6481592004078465
0.18,0.45,0.06,0,1,2,2,0.9588034290577525
0.18,0.45,0.08,0,1,2,2,0.7644800020377716
0.18,0.45,0.09,0,1,2,2,0.3707807750800498
0.18,0.45,0.1,0,1,2,2,0.33841356554088975
0.18,0.45,0.11,0,1,2,2,0.20570027923284329
0.18,0.45,0.12,0,1,2,2,0.6359222643894213
0.18,0.45,0.16,0,1,2,2,0.2986943905939512
0.18,0.46,0.04,0,1,2,2,0.8845151125223367
0.18,0.46,0.05,0,1,2,2,0.8523161983800378
0.18,0.46,0.06,0,1,2,2,0.36623367617347924
0.18,0.46,0.07,0,1,2,2,0.4238680751165589
0.18,0.46,0.08,0,1,2,2,0.05132348042479862
0.18,0.46,0.09,0,1,2,2,0.8184672230340766
0.18,0.47,0.05,0,1,2,2,0.9412189811107226
0.18,0.47,0.06,0,1,2,2,0.27344452817686715
0.18,0.47,0.27,0,1,2,2,0.6176037412241158
0.18,0.48,0.07,0,1,2,2,0.24818484860352896
0.18,0.49,0.06,0,1,2,2,0.35440064067472576
0.18,0.5,0.09,0,1,2,2,0.25007669631071394
0.19,0.35,0.46,0,1,2,2,0.7701274750855589
0.19,0.35,0.48,0,1,2,2,0.8997122606651118
0.19,0.36,0.37,0,1,2,2,0.9910687707123884
0.19,0.36,0.39,0,1,2,2,0.7949826274386993
0.19,0.36,0.4,0,1,2,2,0.5363466251563693
0.19,0.36,0.41,0,1,2,2,0.22021976420558076
0.19,0.36,0.42,0,1,2,2,0.05482533846839033
0.19,0.36,0.43,0,1,2,2,0.38704867169343515
0.19,0.36,0.47,0,1,2,2,0.022196861039191162
0.19,0.36,0.48,0,1,2,2,0.9280272327490593
0.19,0.36,0.49,0,1,2,2,0.5771343911665809
0.19,0.37,0.36,0,1,2,2,0.9508300474856242
0.19,0.37,0.37,0,1,2,2,0.05970972303498456
0.19,0.37,0.38,0,1,2,2,0.14007521678237822
0.19,0.37,0.39,0,1,2,2,0.6999476431698497
0.19,0.38,0.33,0,1,2,2,0.8387105763223417
0.19,0.38,0.34,0,1,2,2,0.6412771688547849
0.19,0.38,0.37,0,1,2,2,0.5860065141869057
0.19,0.38,0.38,0,1,2,2,0.9896911550086429
0.19,0.39,0.28,0,1,2,2,0.9048151142579002
0.19,0.39,0.32,0,1,2,2,0.70986503384853
0.19,0.39,0.38,0,1,2,2,0.30089818214094066
0.19,0.4,0.3,0,1,2,2,0.8727910037540028
0.19,0.42,0.21,0,1,2,2,0.9190238271631443
0.19,0.43,0.12,0,1,2,2,0.992048651510018
0.19,0.43,0.13,0,1,2,2,0.8882145365053447
0.19,0.43,0.14,0,1,2,2,0.7239703512591689
0.19,0.43,0.15,0,1,2,2,0.4276319407075988
0.19,0.43,0.16,0,1,2,2,0.031365739658525627
0.19,0.43,0.17,0,1,2,2,0.8749101194688222
0.19,0.43,0.18,0,1,2,2,0.7467966438822771
0.19,0.43,0.19,0,1,2,2,0.613482723126836
0.19,0.43,0.2,0,1,2,2,0.010416079000577838
0.19,0.43,0.23,0,1,2,2,0.9643411645867133
0.19,0.44,0.1,0,1,2,2,0.7054105501779873
0.19,0.44,0.11,0,1,2,2,0.8194580085201721
0.19,0.44,0.12,0,1,2,2,0.4417941730608561
0.19,0.44,0.13,0,1,2,2,0.04868533739855252
0.19,0.44,0.14,0,1,2,2,0.19181087598143165
0.19,0.44,0.15,0,1,2,2,0.9165234742162625
0.19,0.44,0.23,0,1,2,2,0.6880811607675241
0.19,0.45,0.08,0,1,2,2,0.7200885169094278
0.19,0.45,0.09,0,1,2,2,0.5493401330510039
0.19,0.45,0.1,0,1,2,2,0.03952119164924284
0.19,0.45,0.11,0,1,2,2,0.09762846009709847
0.19,0.45,0.12,0,1,2,2,0.7303885555014347
0.19,0.46,0.08,0,1,2,2,0.9894087800001614
0.19,0.46,0.1,0,1,2,2,0.5461968262826673
0.2,0.34,0.45,0,1,2,2,0.9300979184861262
0.2,0.34,0.46,0,1,2,2,0.7737789136206317
0.2,0.34,0.5,0,1,2,2,0.36974814347114204
0.2,0.35,0.4,0,1,2,2,0.997996196400976
0.2,0.35,0.41,0,1,2,2,0.7240145219011538
0.2,0.35,0.42,0,1,2,2,0.8145452164681899
0.2,0.35,0.43,0,1,2,2,0.4282504279464092
0.2,0.35,0.44,0,1,2,2,0.07745881095382856
0.2,0.35,0.45,0,1,2,2,0.33666815826960317
0.2,0.35,0.46,0,1,2,2,0.6831461649479138
0.2,0.36,0.39,0,1,2,2,0.886422762572181
0.2,0.36,0.4,0,1,2,2,0.7094198776074734
0.2,0.36,0.41,0,1,2,2,0.6696777150436901
0.2,0.36,0.42,0,1,2,2,0.8837801225970736
0.2,0.37,0.33,0,1,2,2,0.8879381088988083
0.2,0.37,0.37,0,1,2,2,0.5199360484586038
0.2,0.37,0.38,0,1,2,2,0.32497587570071573
0.2,0.38,0.32,0,1,2,2,0.6535947645511015
0.2,0.39,0.34,0,1,2,2,0.014498057822805777
0.2,0.41,0.19,0,1,2,2,0.946099747905464
0.2,0.41,0.21,0,1,2,2,0.873471141570036
0.2,0.41,0.24,0,1,2,2,0.8303874612223012
0.2,0.41,0.25,0,1,2,2,0.7008985709174738
0.2,0.42,0.16,0,1,2,2,0.7650979136562626
0.2,0.42,0.17,0,1,2,2,0.5733773098898922
0.2,0.42,0.18,0,1,2,2,0.37008149349742325
0.2,0.42,0.19,0,1,2,2,0.09741552742164572
0.2,0.42,0.2,0,1,2,2,0.5501032433336945
0.2,0.42,0.21,0,1,2,2,0.8748748618285731
0.2,0.42,0.23,0,1,2,2,0.28138581659931106
0.2,0.42,0.24,0,1,2,2,0.07732947616918295
0.2,0.43,0.13,0,1,2,2,0.8731867733990271
0.2,0.43,0.14,0,1,2,2,0.3362819526988119
0.2,0.43,0.15,0,1,2,2,0.4789148698444592
0.2,0.43,0.16,0,1,2,2,0.012763867169184095
0.2,0.43,0.17,0,1,2,2,0.616657452069262
0.2,0.43,0.18,0,1,2,2,0.9541953619445422
0.2,0.43,0.24,0,1,2,2,0.37991569511240186
0.2,0.44,0.12,0,1,2,2,0.409052108941637
0.2,0.44,0.13,0,1,2,2,0.06972169501767667
0.2,0.44,0.14,0,1,2,2,0.5874731086991858
0.2,0.44,0.15,0,1,2,2,0.983721048017486
0.2,0.45,0.12,0,1,2,2,0.7065373350113191
0.2,0.46,0.14,0,1,2,2,0.2686546135438874
0.2,0.47,0.14,0,1,2,2,0.818381057711548
0.2,0.47,0.15,0,1,2,2,0.0639369539234167
0.21,0.33,0.48,0,1,2,2,0.9262275313296868
0.21,0.33,0.49,0,1,2,2,0.5908505397801491
0.21,0.33,0.5,0,1,2,2,0.3868256412660003
0.21,0.34,0.43,0,1,2,2,0.9980678417182389
0.21,0.34,0.44,0,1,2,2,0.7105392288517578
0.21,0.34,0.45,0,1,2,2,0.3662788397039236
0.21,0.34,0.46,0,1,2,2,0.40312216956938585
0.21,0.34,0.47,0,1,2,2,0.03983361007837516
0.21,0.34,0.48,0,1,2,2,0.549604862442564
0.21,0.35,0.42,0,1,2,2,0.8136486073229037
0.21,0.35,0.43,0,1,2,2,0.595237486053918
0.21,0.35,0.44,0,1,2,2,0.3959357543559747
0.21,0.36,0.37,0,1,2,2,0.631010539319675
0.21,0.36,0.41,0,1,2,2,0.09434863421347472
0.21,0.36,0.42,0,1,2,2,0.07544481763211763
0.21,0.37,0.35,0,1,2,2,0.9633149785798025
0.21,0.37,0.36,0,1,2,2,0.3569660179661014
0.21,0.37,0.47,0,1,2,2,0.09807643118203657
0.21,0.38,0.44,0,1,2,2,0.5058467529205473
0.21,0.4,0.21,0,1,2,2,0.9916021629654921
0.21,0.4,0.23,0,1,2,2,0.6470220467440271
0.21,0.4,0.25,0,1,2,2,0.7400995702603552
0.21,0.4,0.28,0,1,2,2,0.4646764226522464
0.21,0.4,0.29,0,1,2,2,0.4437545357953354
0.21,0.41,0.18,0,1,2,2,0.800968345069407
0.21,0.41,0.19,0,1,2,2,0.8428364735982541
0.21,0.41,0.2,0,1,2,2,0.4509733468802466
0.21,0.41,0.21,0,1,2,2,0.10484189894040696
0.21,0.41,0.22,0,1,2,2,0.12996310918734366
0.21,0.41,0.23,0,1,2,2,0.5504654787583831
0.21,0.41,0.28,0,1,2,2,0.32979897346548626
0.21,0.41,0.32,0,1,2,2,0.24593730029361893
0.21,0.42,0.15,0,1,2,2,0.8797744755906365
0.21,0.42,0.16,0,1,2,2,0.8867037593187206
0.21,0.42,0.17,0,1,2,2,0.5767523218282236
0.21,0.42,0.18,0,1,2,2,0.06000896396449207
0.21,0.42,0.19,0,1,2,2,0.020240276268125967
0.21,0.42,0.2,0,1,2,2,0.6538604456547148
0.21,0.43,0.16,0,1,2,2,0.0815139379209171
0.21,0.43,0.17,0,1,2,2,0.7628797274985857
0.21,0.44,0.16,0,1,2,2,0.2451944224828253
0.21,0.47,0.21,0,1,2,2,0.4082614975894501
0.21,0.48,0.0,0,1,2,2,0.9669942820435153
0.21,0.49,0.0,0,1,2,2,0.7232466034234051
0.21,0.49,0.01,0,1,2,2,0.44267902360108735
0.21,0.49,0.02,0,1,2,2,0.0019872408934418218
0.21,0.5,0.0,0,1,2,2,0.3081417629733778
0.21,0.5,0.01,0,1,2,2,0.44488030817383617
0.22,0.33,0.46,0,1,2,2,0.9902001989424605
0.22,0.33,0.47,0,1,2,2,0.6866646898764799
0.22,0.33,0.48,0,1,2,2,0.31765997575053007
0.22,0.33,0.49,0,1,2,2,0.11240251175365756
0.22,0.33,0.5,0,1,2,2,0.1816143567062909
0.22,0.34,0.46,0,1,2,2,0.4609330931325246
0.22,0.34,0.47,0,1,2,2,0.20891374192538592
0.22,0.34,0.48,0,1,2,2,0.03595733738060858
0.22,0.35,0.41,0,1,2,2,0.29537304103405404
0.22,0.35,0.45,0,1,2,2,0.4641213266439763
0.22,0.35,0.46,0,1,2,2,0.5726383921549285
0.22,0.35,0.48,0,1,2,2,0.7764409009152899
0.22,0.36,0.39,0,1,2,2,0.4658863977537635
0.22,0.36,0.4,0,1,2,2,0.02392518278429634
0.22,0.37,0.46,0,1,2,2,0.8889199164436263
0.22,0.39,0.24,0,1,2,2,0.806673189302316
0.22,0.39,0.25,0,1,2,2,0.7208507944543499
0.22,0.39,0.27,0,1,2,2,0.18378646675122923
0.22,0.39,0.28,0,1,2,2,0.9750892925771097
0.22,0.39,0.29,0,1,2,2,0.6617781344432956
0.22,0.39,0.32,0,1,2,2,0.04827803951533838
0.22,0.39,0.33,0,1,2,2,0.16874384197350878
0.22,0.4,0.21,0,1,2,2,0.8839818403027522
0.22,0.4,0.22,0,1,2,2,0.5205656267674499
0.22,0.4,0.23,0,1,2,2,0.5161106501530952
0.22,0.4,0.24,0,1,2,2,0.015864481891497917
0.22,0.4,0.25,0,1,2,2,0.5735539469293514
0.22,0.4,0.32,0,1,2,2,0.27845280206543066
0.22,0.41,0.17,0,1,2,2,0.9633717121685947
0.22,0.41,0.18,0,1,2,2,0.9544216074135363
0.22,0.41,0.19,0,1,2,2,0.6066322745747925
0.22,0.41,0.2,0,1,2,2,0.5262507850991227
0.22,0.41,0.21,0,1,2,2,0.15062062064393444
0.22,0.41,0.22,0,1,2,2,0.5855894412021598
0.22,0.41,0.23,0,1,2,2,0.7531483916706065
0.22,0.42,0.18,0,1,2,2,0.9293569148817227
0.22,0.42,0.19,0,1,2,2,0.8193547318583683
0.22,0.42,0.2,0,1,2,2,0.7892403113747264
0.22,0.43,0.2,0,1,2,2,0.4294359524192828
0.22,0.44,0.19,0,1,2,2,0.023419186629581645
0.22,0.47,0.03,0,1,2,2,0.9529124835212315
0.22,0.47,0.04,0,1,2,2,0.7630712751198132
0.22,0.48,0.02,0,1,2,2,0.9976751736321319
0.22,0.48,0.03,0,1,2,2,0.8000776908328646
0.22,0.48,0.04,0,1,2,2,0.3269303474657477
0.22,0.48,0.05,0,1,2,2,0.1383469464030327
0.22,0.48,0.06,0,1,2,2,0.6392865404980625
0.22,0.49,0.03,0,1,2,2,0.5832797397031584
0.22,0.49,0.04,0,1,2,2,0.39916201629168313
0.22,0.49,0.05,0,1,2,2,0.2682805412676146
0.22,0.5,0.04,0,1,2,2,0.7991362184112916
0.22,0.5,0.07,0,1,2,2,0.8835792211764044
0.23,0.32,0.5,0,1,2,2,0.650088530551912
0.23,0.33,0.47,0,1,2,2,0.9521181971767021
0.23,0.33,0.5,0,1,2,2,0.008166266041683912
0.23,0.34,0.45,0,1,2,2,0.1383309283611709
0.23,0.35,0.43,0,1,2,2,0.38391982934152225
0.23,0.35,0.44,0,1,2,2,0.32183418675980136
0.23,0.35,0.47,0,1,2,2,0.7714543485149505
0.23,0.38,0.26,0,1,2,2,0.9038730096284695
0.23,0.38,0.27,0,1,2,2,0.8589630713288017
0.23,0.38,0.28,0,1,2,2,0.5699973615534617
0.23,0.38,0.29,0,1,2,2,0.3362955220918309
0.23,0.38,0.31,0,1,2,2,0.3197919796837425
0.23,0.38,0.32,0,1,2,2,0.3999275323332654
0.23,0.38,0.33,0,1,2,2,0.7196074867237172
0.23,0.38,0.36,0,1,2,2,0.39602107160763467
0.23,0.38,0.37,0,1,2,2,0.3772984219176152
0.23,0.39,0.23,0,1,2,2,0.9198984661149723
0.23,0.39,0.24,0,1,2,2,0.9000779816763327
0.23,0.39,0.25,0,1,2,2,0.5952747748598171
0.23,0.39,0.26,0,1,2,2,0.13944350402516648
0.23,0.39,0.27,0,1,2,2,0.04415646710197052
0.23,0.39,0.28,0,1,2,2,0.4561289840112863
0.23,0.39,0.33,0,1,2,2,0.6671369799135505
0.23,0.4,0.21,0,1,2,2,0.7343603882481489
0.23,0.4,0.22,0,1,2,2,0.6826414346077456
0.23,0.4,0.23,0,1,2,2,0.23530738756042524
0.23,0.4,0.24,0,1,2,2,0.040204317854630744
0.23,0.4,0.25,0,1,2,2,0.4630594890688968
0.23,0.41,0.21,0,1,2,2,0.927123943593557
0.23,0.41,0.22,0,1,2,2,0.9722668735839903
0.23,0.41,0.23,0,1,2,2,0.14186515154487722
0.23,0.41,0.38,0,1,2,2,0.6634277768292236
0.23,0.42,0.22,0,1,2,2,0.8456761843450948
0.23,0.43,0.23,0,1,2,2,0.19329341048756987
0.23,0.43,0.24,0,1,2,2,0.316594374150327
0.23,0.46,0.06,0,1,2,2,0.9783177203336919
0.23,0.46,0.07,0,1,2,2,0.7626251362375598
0.23,0.46,0.08,0,1,2,2,0.4634308116065995
0.23,0.47,0.06,0,1,2,2,0.7001084081656188
0.23,0.47,0.07,0,1,2,2,0.44401790846629297
0.23,0.47,0.08,0,1,2,2,0.13478504895914512
0.23,0.47,0.09,0,1,2,2,0.4142844898613305
0.23,0.48,0.06,0,1,2,2,0.9969831310148152
0.23,0.48,0.07,0,1,2,2,0.002306784851612065
0.23,0.49,0.05,0,1,2,2,0.40021104913901695
0.23,0.49,0.08,0,1,2,2,0.13313757647392777
0.24,0.32,0.5,0,1,2,2,0.8737028001378633
0.24,0.33,0.49,0,1,2,2,0.6902501237598244
0.24,0.34,0.48,0,1,2,2,0.6319719153527501
0.24,0.36,0.37,0,1,2,2,0.8954883394732178
0.24,0.37,0.29,0,1,2,2,0.8853880918319561
0.24,0.37,0.3,0,1,2,2,0.594184929325408
0.24,0.37,0.31,0,1,2,2,0.5449435041027186
0.24,0.37,0.32,0,1,2,2,0.3029073388450314
0.24,0.37,0.33,0,1,2,2,0.20433592505764864
0.24,0.37,0.35,0,1,2,2,0.9436111910482765
0.24,0.37,0.36,0,1,2,2,0.6130822303900629
0.24,0.37,0.37,0,1,2,2,0.627263272852403
0.24,0.37,0.4,0,1,2,2,0.7057898375257707
0.24,0.38,0.26,0,1,2,2,0.9789089901779562
0.24,0.38,0.27,0,1,2,2,0.6632187512559398
0.24,0.38,0.28,0,1,2,2,0.6369373518477488
0.24,0.38,0.29,0,1,2,2,0.186408051770087
0.24,0.38,0.3,0,1,2,2,0.37905855504091335
0.24,0.38,0.31,0,1,2,2,0.6384108856961177
0.24,0.38,0.42,0,1,2,2,0.27342406720211443
0.24,0.39,0.25,0,1,2,2,0.45796432972063883
0.24,0.39,0.26,0,1,2,2,0.2874676504612239
0.24,0.39,0.27,0,1,2,2,0.25827856137375704
0.24,0.39,0.28,0,1,2,2,0.825925052546495
0.24,0.4,0.25,0,1,2,2,0.6270087521774883
0.24,0.41,0.27,0,1,2,2,0.526224791588902
0.24,0.45,0.09,0,1,2,2,0.9890674324199153
0.24,0.45,0.1,0,1,2,2,0.7606854659972839
0.24,0.45,0.11,0,1,2,2,0.4846449941790212
0.24,0.45,0.12,0,1,2,2,0.021803543016574167
0.24,0.46,0.09,0,1,2,2,0.8021499011159534
0.24,0.46,0.1,0,1,2,2,0.5016136188256155
0.24,0.46,0.11,0,1,2,2,0.1848624877338949
0.24,0.46,0.12,0,1,2,2,0.6679960588297433
0.24,0.47,0.1,0,1,2,2,0.5926319574212187
0.24,0.47,0.11,0,1,2,2,0.9492951311226534
0.24,0.48,0.09,0,1,2,2,0.5171830615773558
0.25,0.32,0.48,0,1,2,2,0.6577345354271671
0.25,0.35,0.36,0,1,2,2,0.8614924036772749
